Y,MOE,Participant,EAR,MAR,Circularity,EAR_mean,MAR_mean,Circularity_mean,MOE_mean,EAR_std,MAR_std,Circularity_std,MOE_std,EAR_N,MAR_N,Circularity_N,MOE_N
0.0,2.5341447996450084,1.0,0.312688029198006,0.7923967431033736,0.432896445260038,0.32194794297895707,0.7490151359260363,0.45861621346947223,2.330880636129861,0.00926406929593519,0.054062311611824995,0.027106305218950702,0.23172668367636287,-0.9995514374027921,0.8024371486151637,-0.948848173946366,0.8771720213241949
0.0,2.3799469810412828,1.0,0.3219396375335031,0.7661992684253854,0.48692348975095,0.32194794297895707,0.7490151359260363,0.45861621346947223,2.330880636129861,0.00926406929593519,0.054062311611824995,0.027106305218950702,0.23172668367636287,-0.0008965223800341658,0.31785789373443046,1.0443059669263757,0.21174231699595544
0.0,2.078550127703292,1.0,0.3312161622053622,0.6884493962493499,0.4560287053974287,0.32194794297895707,0.7490151359260363,0.45861621346947223,2.330880636129861,0.00926406929593519,0.054062311611824995,0.027106305218950702,0.23172668367636287,1.0004479597828322,-1.120295042349594,-0.09545779298000975,-1.0889143383201485
0.0,2.509766754015105,1.0,0.3092464181321468,0.7761363790263162,0.4526549965583029,0.32194794297895707,0.7490151359260363,0.45861621346947223,2.330880636129861,0.00926406929593519,0.054062311611824995,0.027106305218950702,0.23172668367636287,-1.371052443701314,0.501666360384554,-0.21991993608194585,0.7719703015949703
0.0,3.58682101064424,1.0,0.2046907211341522,0.734188979247898,0.3611233527874575,0.32194794297895707,0.7490151359260363,0.45861621346947223,2.330880636129861,0.00926406929593519,0.054062311611824995,0.027106305218950702,0.23172668367636287,-12.657204744383119,-0.27424200401551707,-3.5966857118488806,5.419921239059663
0.0,2.3434541429357725,1.0,0.3222489855008155,0.7551757201287358,0.4698096886156071,0.32194794297895707,0.7490151359260363,0.45861621346947223,2.330880636129861,0.00926406929593519,0.054062311611824995,0.027106305218950702,0.23172668367636287,0.0324957113598565,0.11395339967949122,0.4129472849847957,0.054260073144930525
0.0,2.161183560582508,1.0,0.3482198421786516,0.7525669983851373,0.4563309401205002,0.32194794297895707,0.7490151359260363,0.45861621346947223,2.330880636129861,0.00926406929593519,0.054062311611824995,0.027106305218950702,0.23172668367636287,2.835891913202969,0.06569941893354225,-0.08430781438166489,-0.7323156438226922
0.0,2.622206040403933,1.0,0.2845396045581932,0.7461214698066408,0.3864770575613968,0.32194794297895707,0.7490151359260363,0.45861621346947223,2.330880636129861,0.00926406929593519,0.054062311611824995,0.027106305218950702,0.23172668367636287,-4.038002871716166,-0.05352464652589007,-2.6613422716734245,1.2571940341620162
0.0,2.461622941810364,1.0,0.2965421391011872,0.7299749328250027,0.4115423767177484,0.32194794297895707,0.7490151359260363,0.45861621346947223,2.330880636129861,0.00926406929593519,0.054062311611824995,0.027106305218950702,0.23172668367636287,-2.742402184849503,-0.3521899551344556,-1.7366378918663294,0.5642091087925907
0.0,2.217610313967443,1.0,0.3515815355355596,0.7796708394041681,0.4952619889053648,0.32194794297895707,0.7490151359260363,0.45861621346947223,2.330880636129861,0.00926406929593519,0.054062311611824995,0.027106305218950702,0.23172668367636287,3.198766288331296,0.5670438899883548,1.3519280897889618,-0.4888100082622126
0.0,2.1633156183784203,1.0,0.3335250861409609,0.7215200279697487,0.4533533768631351,0.32194794297895707,0.7490151359260363,0.45861621346947223,2.330880636129861,0.00926406929593519,0.054062311611824995,0.027106305218950702,0.23172668367636287,1.249682271599969,-0.5085818037842401,-0.19415543962287263,-0.7231149002480325
0.0,2.1813581331947107,1.0,0.3328201177351375,0.7259998707123632,0.5173291975145584,0.32194794297895707,0.7490151359260363,0.45861621346947223,2.330880636129861,0.00926406929593519,0.054062311611824995,0.027106305218950702,0.23172668367636287,1.1735852149714392,-0.42571737181580366,2.16602681814556,-0.6452537125330727
0.0,2.1517754192925382,1.0,0.3379047353174748,0.7270951035186934,0.4478111067695423,0.32194794297895707,0.7490151359260363,0.45861621346947223,2.330880636129861,0.00926406929593519,0.054062311611824995,0.027106305218950702,0.23172668367636287,1.7224387932330234,-0.40545865971717554,-0.3986196795414166,-0.7729158075185975
0.0,2.333451919822505,1.0,0.3405395812477108,0.7946327396380227,0.4766089891099673,0.32194794297895707,0.7490151359260363,0.45861621346947223,2.330880636129861,0.00926406929593519,0.054062311611824995,0.027106305218950702,0.23172668367636287,2.0068544043502774,0.8437967662116862,0.6637856209158252,0.011096191650657219
0.0,2.568477426647944,1.0,0.2840801432056559,0.7296534351826424,0.4292998212286937,0.32194794297895707,0.7490151359260363,0.45861621346947223,2.330880636129861,0.00926406929593519,0.054062311611824995,0.027106305218950702,0.23172668367636287,-4.087598933431607,-0.358136753056615,-1.0815340565221225,1.0253320280107183
0.0,2.810203010981005,1.0,0.2436872238974252,0.6848105703341466,0.4221549598330912,0.32194794297895707,0.7490151359260363,0.45861621346947223,2.330880636129861,0.00926406929593519,0.054062311611824995,0.027106305218950702,0.23172668367636287,-8.44776918021009,-1.1876030394868704,-1.34512075112657,2.0684815716802887
0.0,2.490851597751516,1.0,0.2813348075463117,0.7007632548798457,0.4446800093866279,0.32194794297895707,0.7490151359260363,0.45861621346947223,2.330880636129861,0.00926406929593519,0.054062311611824995,0.027106305218950702,0.23172668367636287,-4.383941239565779,-0.8925234531709613,-0.5141314528215818,0.6903432918630806
