Participant,EAR,MAR,Circularity,MOE,Y
1.0,0.31268802919800603,0.7923967431033736,0.43289644526003807,2.5341447996450084,0.0
1.0,0.3219396375335031,0.7661992684253854,0.48692348975095,2.3799469810412828,0.0
1.0,0.3312161622053622,0.6884493962493499,0.45602870539742874,2.078550127703292,0.0
1.0,0.30924641813214687,0.7761363790263162,0.4526549965583029,2.509766754015105,0.0
1.0,0.20469072113415224,0.734188979247898,0.3611233527874575,3.5868210106442397,0.0
1.0,0.32224898550081554,0.7551757201287358,0.4698096886156071,2.3434541429357725,0.0
1.0,0.3482198421786516,0.7525669983851373,0.4563309401205002,2.161183560582508,0.0
1.0,0.28453960455819327,0.7461214698066408,0.3864770575613968,2.622206040403933,0.0
1.0,0.2965421391011872,0.7299749328250027,0.4115423767177484,2.461622941810364,0.0
1.0,0.35158153553555965,0.7796708394041681,0.4952619889053648,2.217610313967443,0.0
1.0,0.3335250861409609,0.7215200279697487,0.4533533768631351,2.1633156183784203,0.0
1.0,0.3328201177351375,0.7259998707123632,0.5173291975145584,2.1813581331947107,0.0
1.0,0.3379047353174748,0.7270951035186934,0.44781110676954233,2.1517754192925382,0.0
1.0,0.3405395812477108,0.7946327396380227,0.47660898910996735,2.333451919822505,0.0
1.0,0.28408014320565594,0.7296534351826424,0.4292998212286937,2.568477426647944,0.0
1.0,0.24368722389742525,0.6848105703341466,0.42215495983309126,2.8102030109810046,0.0
1.0,0.2813348075463117,0.7007632548798457,0.44468000938662794,2.490851597751516,0.0
1.0,0.28749637424406954,0.6820508559966375,0.4372340894952072,2.37238072233082,0.0
1.0,0.31685852735847003,0.6967795324935613,0.4664490628136505,2.1990240827739407,0.0
1.0,0.3217457308855164,0.690765130116602,0.4776770109712405,2.146928657656036,0.0
1.0,0.29189274528014675,0.7059345488900591,0.4372494212987815,2.4184724022946575,0.0
1.0,0.34077203818788143,0.7120876371739806,0.5024964949839418,2.0896304783709327,0.0
1.0,0.3156817925112105,0.6850788702387358,0.5011142328930249,2.170156424889178,0.0
1.0,0.3310952583275594,0.6967795324935613,0.48046809245011607,2.1044684723458733,0.0
1.0,0.33846662334625827,0.7327600583544394,0.5122356118757815,2.164940374651981,0.0
1.0,0.3231895001440923,0.7448706252582113,0.48228079640789223,2.3047488390746445,0.0
1.0,0.2729084170908039,0.7262343985639291,0.4405658258370995,2.6610919747568342,0.0
1.0,0.3549467564209914,0.7285921252219499,0.4953099395260308,2.052680048603654,0.0
1.0,0.32351847255725463,0.6993462941098916,0.5033934142978298,2.161688909390251,0.0
1.0,0.32064884097686086,0.7184710005227021,0.47503242850705846,2.240678613819002,0.0
1.0,0.3131601143850318,0.7451775709551833,0.45925225549173615,2.3795417638626364,0.0
1.0,0.31193292186188815,0.736909047949431,0.4384036340322522,2.3623958752122545,0.0
1.0,0.32108256172420363,0.7120258986801568,0.49212918307374287,2.2175788521699817,0.0
1.0,0.320249673779644,0.7171333726589946,0.4708386688183241,2.2392946234581848,0.0
1.0,0.2574691546099579,0.7623100129394808,0.40693454686093405,2.9607819006292635,0.0
1.0,0.33554167746409413,0.7766066724582473,0.46573633833944655,2.3144864695425236,0.0
1.0,0.2958458255160068,0.7251439194176462,0.465008888584262,2.4510872112285806,0.0
