1.800000000000000000e+01,2.168268069264491504e-01,1.028409618523330016e+00,3.592643771806314779e-01,4.743000337924921261e+00
1.800000000000000000e+01,2.116227349241968370e-01,1.045426786947200037e+00,3.754646883992167061e-01,4.940049505180392764e+00
1.800000000000000000e+01,2.001149023879092992e-01,1.033957962911969508e+00,3.674754822554459066e-01,5.166821413968018639e+00
1.800000000000000000e+01,1.727896052900092239e-01,1.068428750556721596e+00,3.110776591616723485e-01,6.183408711209659181e+00
1.800000000000000000e+01,1.319815346508820819e-01,1.014612340870734153e+00,2.960714679569582120e-01,7.687532529111662960e+00
1.800000000000000000e+01,1.370180512200974698e-01,1.014744989316900936e+00,3.195058877698918054e-01,7.405921922556585102e+00
1.800000000000000000e+01,2.070418189973468603e-01,1.049535150828843078e+00,3.813329070486128902e-01,5.069194020374658827e+00
1.800000000000000000e+01,2.072065956402192599e-01,1.055131680237745506e+00,3.827158621165884234e-01,5.092172268829758153e+00
1.800000000000000000e+01,2.498407135868873918e-01,1.032505407119176599e+00,4.147906588809257555e-01,4.132654731471942178e+00
1.800000000000000000e+01,2.498407135868873918e-01,1.039558983991471619e+00,3.868307523384691970e-01,4.160887027045506059e+00
1.800000000000000000e+01,2.363614201150399940e-01,1.076872074736147322e+00,4.171437906760804282e-01,4.556039958687083669e+00
1.800000000000000000e+01,2.365564217323308238e-01,1.062641953242991155e+00,3.887453907160034472e-01,4.492128962135703674e+00
1.800000000000000000e+01,1.916482108289822572e-01,1.069663147854607033e+00,3.262289396263097219e-01,5.581388645517403546e+00
1.800000000000000000e+01,1.826043210479097734e-01,1.040346060291336139e+00,3.583832856848642723e-01,5.697269672048895117e+00
1.800000000000000000e+01,2.130196172366377039e-01,1.040305763819504348e+00,3.769852081349791550e-01,4.883614839396960505e+00
1.800000000000000000e+01,2.187934741971776509e-01,1.024479146749163405e+00,4.066420493546468728e-01,4.682402665382507045e+00
1.800000000000000000e+01,1.963953028850775051e-01,1.047828276934774427e+00,3.998547279387097420e-01,5.335302125570287046e+00
1.800000000000000000e+01,2.275004959468035215e-01,1.048454780017991306e+00,3.738458852238399355e-01,4.608582392994658328e+00
1.800000000000000000e+01,1.669220946507818659e-01,1.083734201501288297e+00,3.314319372771435401e-01,6.492455080728356087e+00
1.800000000000000000e+01,1.684397480932441626e-01,1.065826962779665932e+00,3.507210421038894910e-01,6.327645195655659194e+00
1.800000000000000000e+01,1.674341304339949654e-01,1.046606237027381647e+00,3.506689257016387118e-01,6.250853600245915409e+00
1.800000000000000000e+01,1.758053874219312473e-01,1.070701922651545734e+00,3.287968022062553453e-01,6.090267985257308503e+00
1.800000000000000000e+01,2.132019190391394869e-01,1.040305763819504348e+00,3.475722689122971998e-01,4.879439024320065599e+00
1.800000000000000000e+01,2.366736546238415173e-01,1.011876378472061688e+00,4.190900525576932156e-01,4.275407755376459562e+00
1.800000000000000000e+01,2.093306868932320319e-01,1.062641953242991155e+00,3.651365895683513219e-01,5.076379240015516103e+00
1.800000000000000000e+01,2.035641328043414355e-01,1.038709508819295024e+00,3.501811767643531192e-01,5.102615546804925017e+00
1.800000000000000000e+01,1.906257260595442815e-01,1.025450472995342643e+00,3.264219525315993908e-01,5.379391828126234287e+00
1.800000000000000000e+01,2.001149023879092992e-01,1.038709508819295024e+00,3.675363893284952499e-01,5.190565502242439067e+00
1.800000000000000000e+01,1.820010522704631206e-01,1.031285068431448515e+00,3.456771021916536513e-01,5.666368713620977715e+00
1.800000000000000000e+01,1.947309393190008175e-01,1.046835754005897456e+00,3.685615358877170067e-01,5.375806010420413728e+00
1.800000000000000000e+01,1.638962333924833537e-01,1.069286034926489659e+00,3.502200814421567721e-01,6.524164788862862885e+00
1.800000000000000000e+01,2.132367695739409430e-01,1.089786820404942125e+00,3.770283045178167702e-01,5.110689036334575164e+00
1.800000000000000000e+01,2.118180129346723672e-01,1.035995456913340274e+00,3.440343864291462994e-01,4.890969576005113950e+00
1.800000000000000000e+01,1.816980905357149234e-01,1.063348940822669508e+00,3.282456896967814175e-01,5.852284620534609516e+00
1.800000000000000000e+01,1.367263723507336770e-01,1.039694327115766592e+00,3.345150090676758392e-01,7.604197414444072933e+00
1.800000000000000000e+01,1.270607736427761536e-01,1.036846521882167638e+00,3.109099383715308029e-01,8.160240900131777053e+00
1.800000000000000000e+01,1.669220946507818659e-01,1.082338396833723237e+00,3.504988833614983701e-01,6.484093068075177158e+00
1.800000000000000000e+01,2.305987326072263532e-01,1.033118858580785782e+00,3.867187835001211216e-01,4.480158441896009869e+00
1.800000000000000000e+01,1.948728442045035703e-01,1.043572050418270392e+00,3.519165515433066993e-01,5.355143527967007877e+00
1.800000000000000000e+01,1.535907602577859798e-01,1.069900832432387316e+00,3.154097075223669111e-01,6.965919243036957198e+00
1.800000000000000000e+01,1.730449280820888502e-01,1.043869207012216860e+00,3.239763663434113705e-01,6.032359448969388360e+00
1.800000000000000000e+01,1.959278334767730334e-01,1.052167547996760710e+00,3.459703576970946659e-01,5.370179056879601731e+00
1.800000000000000000e+01,1.729490494554197788e-01,9.785083711847498700e-01,3.228326660669802450e-01,5.657784036777693260e+00
1.800000000000000000e+01,2.094690416253845167e-01,1.076872074736147322e+00,3.508387244246261583e-01,5.140960527532420166e+00
1.800000000000000000e+01,1.641127410607094717e-01,1.040898700887826545e+00,3.195234699646741228e-01,6.342583117923621394e+00
1.800000000000000000e+01,1.108075282729676647e-01,9.867856899375510027e-01,3.106364678904243171e-01,8.905402956978374363e+00
1.800000000000000000e+01,1.212759619567008035e-01,1.053105934382723596e+00,3.004651666616218186e-01,8.683550452963748612e+00
1.800000000000000000e+01,1.700051002295114855e-01,1.039592329901187995e+00,3.498184174423753512e-01,6.115065539196825384e+00
1.800000000000000000e+01,1.654534384796783886e-01,1.073195265715229940e+00,3.379018069487568221e-01,6.486388409794479948e+00
1.800000000000000000e+01,1.891911981093241379e-01,1.057768670539615874e+00,3.439061807854788544e-01,5.591003604345188727e+00
1.800000000000000000e+01,2.360892262366696692e-01,1.079300542157977549e+00,3.719146197024342237e-01,4.571578971909643130e+00
1.800000000000000000e+01,1.575994933548123256e-01,1.047871393662365813e+00,3.475628773587304821e-01,6.648951537574019355e+00
1.800000000000000000e+01,1.929460046430183096e-01,1.032998525593529893e+00,3.648695325404884837e-01,5.353821798511694041e+00
1.800000000000000000e+01,2.260532480906231045e-01,9.891160273011035953e-01,3.731938603646538510e-01,4.375588652920280985e+00
1.800000000000000000e+01,1.608712273778638846e-01,1.073750984386318663e+00,3.433640376486823964e-01,6.674599317031557177e+00
1.800000000000000000e+01,1.603342351347185890e-01,9.994880982515855772e-01,3.383502535487835083e-01,6.233778440467063753e+00
1.800000000000000000e+01,1.326515088561882050e-01,1.066673476635708440e+00,3.272849576392015125e-01,8.041171079268488953e+00
1.800000000000000000e+01,2.095698891899076821e-01,1.054365476047911088e+00,3.646134983927137863e-01,5.031092396543989764e+00
1.800000000000000000e+01,1.833160058489664290e-01,1.034113412592021275e+00,3.450888716307407011e-01,5.641151779425221058e+00
1.800000000000000000e+01,1.669883790062054174e-01,1.062308806327049160e+00,3.253469502576097905e-01,6.361573258265911690e+00
1.800000000000000000e+01,2.154546716525518602e-01,1.069671422416411666e+00,3.800851987131010357e-01,4.964716774122184262e+00
1.800000000000000000e+01,2.067133950809413867e-01,1.055660786045136357e+00,3.827849382030077408e-01,5.106881368920375586e+00
1.800000000000000000e+01,2.315877284503770339e-01,1.061734960939465067e+00,4.180300343095444959e-01,4.584590764130086704e+00
1.800000000000000000e+01,2.224548341666095497e-01,1.048374614427938889e+00,3.915247030105533099e-01,4.712752673393239000e+00
1.800000000000000000e+01,2.264450226589131143e-01,1.044229093317296853e+00,4.045698821294287373e-01,4.611402277939160577e+00
1.800000000000000000e+01,2.179842238006298727e-01,1.100007889429138297e+00,3.612100134202170243e-01,5.046272937784774371e+00
1.800000000000000000e+01,2.272840045883950111e-01,1.079293154685588174e+00,3.738909848209183706e-01,4.748654251495427303e+00
1.800000000000000000e+01,2.158255200530624640e-01,1.035241684058779699e+00,3.802678136214344140e-01,4.796660208691989169e+00
1.800000000000000000e+01,2.448910187648417058e-01,1.022095205478516400e+00,3.857597200903751244e-01,4.173673704465211465e+00
1.800000000000000000e+01,2.321528683823117223e-01,1.097613885921807642e+00,4.038722390273200014e-01,4.727978997503686998e+00
1.800000000000000000e+01,2.287865443435020130e-01,1.055660786045136357e+00,4.050877722721771823e-01,4.614173395005951583e+00
1.800000000000000000e+01,2.363614201150399940e-01,1.040715808605100046e+00,3.714311254700750631e-01,4.403069706124505878e+00
1.800000000000000000e+01,2.352951741006986119e-01,1.054713643035842141e+00,4.001905074069213586e-01,4.482512856742482121e+00
1.800000000000000000e+01,2.131840404115211418e-01,1.061639479671936392e+00,3.617700667740100795e-01,4.979920061664063091e+00
1.800000000000000000e+01,1.255717046013325733e-01,1.094223906091461807e+00,3.123792238290895584e-01,8.713936866314147878e+00
1.800000000000000000e+01,1.853611656887866055e-01,1.076232616115554208e+00,3.402198920211020328e-01,5.806138584187058527e+00
1.800000000000000000e+01,2.142515570025952942e-01,9.540905112931296062e-01,3.631912884879796577e-01,4.453132218225011485e+00
1.800000000000000000e+01,1.671267834638740513e-01,9.220544228113887186e-01,3.079349148815788695e-01,5.517095487036038470e+00
1.800000000000000000e+01,1.522445232585109831e-01,9.699445024494725009e-01,2.999050500684881659e-01,6.370964824806920390e+00
1.800000000000000000e+01,1.463689273284378423e-01,9.608099383878782040e-01,3.123015959715673140e-01,6.564302655794646668e+00
1.800000000000000000e+01,1.761670979212023314e-01,1.031153032368129274e+00,3.601340159176112388e-01,5.853266838904010783e+00
1.800000000000000000e+01,1.856003128378602429e-01,1.005560747223596341e+00,3.700495420634606347e-01,5.417882824917706230e+00
1.800000000000000000e+01,1.692117437212854181e-01,1.013121460803008800e+00,3.067436995157482027e-01,5.987299926840519149e+00
1.800000000000000000e+01,1.876359539632358742e-01,9.913381699852313877e-01,3.571103000993824383e-01,5.283306045809682772e+00
1.800000000000000000e+01,2.005266631896293339e-01,9.860741678378435182e-01,3.380713206067677001e-01,4.917421714165542745e+00
1.800000000000000000e+01,1.430485600889644660e-01,1.037888428194731816e+00,2.919495663620746417e-01,7.255497207027112871e+00
1.800000000000000000e+01,1.574887559083761879e-01,1.009855655922601514e+00,3.212806371274739003e-01,6.412239718942953637e+00
1.800000000000000000e+01,1.543160639529644051e-01,1.004296475209589978e+00,3.105142394783276250e-01,6.508048802461031457e+00
1.800000000000000000e+01,1.612923693991626661e-01,9.928208531103247525e-01,3.272388999192645254e-01,6.155411175424637449e+00
1.800000000000000000e+01,1.456358801939499903e-01,1.033484343200442135e+00,3.021764208149221309e-01,7.096357997933638195e+00
1.800000000000000000e+01,1.761670979212023314e-01,1.002496363360138254e+00,2.995454964942743659e-01,5.690599295724019235e+00
1.800000000000000000e+01,1.698446314192873507e-01,1.022626313204215265e+00,3.363564173353765785e-01,6.020951646565185555e+00
